PlayerID,TeamID,FirstName,LastName,Number,Birthday,Position
534,1,Innis,Wyeld,70,1985-02-09,RF
535,21,Reidar,Soal,24,1981-02-22,C
536,29,Dinnie,Graalman,63,1990-02-16,1B
537,9,Kennan,Stobbs,52,1993-11-18,CF
538,29,Abbe,Bicknell,54,1988-02-09,2B
539,15,Fielding,Major,39,1986-01-24,CF
540,11,Sharla,Popland,4,1999-07-30,CF
541,7,Regan,Dineen,88,1982-04-30,C
542,12,Julita,Alexsandrowicz,93,1984-08-15,P
543,20,Lari,Shingler,73,1986-10-28,RF
544,12,Gregg,Giovannardi,62,1982-08-29,C
545,29,Armand,Deverall,33,1989-08-30,1B
546,1,Ketty,Kildale,61,1984-11-09,C
547,22,Vale,Loving,10,1999-08-28,CF
548,16,Hugues,Huxton,23,1988-04-10,P
549,22,Dominga,Glasscock,59,1984-06-09,C
550,2,Carmelle,Redwin,42,1992-06-05,2B
551,27,Clementius,Pattie,77,1981-09-09,3B
552,7,Catlin,Zanussii,39,1983-08-01,SS
553,9,Ki,Abadam,80,1988-05-31,CF
554,30,Alyssa,Dandison,92,2000-12-15,C
555,29,Nat,Mandrier,28,1994-06-18,2B
556,28,Rivi,Ever,96,1985-11-19,1B
557,6,Mark,Earengey,8,1983-05-24,CF
558,20,Caresa,Sexton,91,1990-08-18,C
559,5,Alethea,Scapelhorn,77,1997-06-08,2B
560,23,Janet,Frith,37,1989-01-01,2B
561,16,Mitch,Bourne,63,1993-12-07,RF
562,1,Noam,Brozsset,34,2000-02-09,SS
563,2,Flem,Tutill,4,1992-06-14,3B
564,10,Marsiella,Drysdall,42,1985-10-05,C
565,23,Donella,Andreucci,54,1994-05-28,CF
566,26,Ania,Ebdon,36,1995-03-10,SS
567,28,Port,Pardy,69,1997-07-14,P
568,11,Cassy,Caghy,4,1990-10-01,3B
569,20,Camellia,Claworth,70,1984-11-20,C
570,22,Chance,Schulter,60,1990-07-12,RF
571,23,Massimo,Leversha,29,2001-04-13,LF
572,19,Olivier,Hellis,47,2000-06-30,1B
573,5,Dominique,Brun,34,1993-01-29,SS
574,24,Melisenda,Cometson,86,1994-10-20,3B
575,29,Pebrook,Carless,30,1994-02-15,2B
576,22,Sioux,Bemlott,49,1997-08-07,SS
577,16,Justen,Grafton-Herbert,61,1982-03-06,RF
578,27,Willy,Poker,74,1991-06-25,LF
579,16,Nelson,Keddle,63,1991-06-06,RF
580,19,Yetta,Kiellor,30,1980-07-24,SS
581,19,Robinette,Althorp,65,1997-11-24,SS
582,13,Luigi,Crate,39,1982-05-17,3B
583,1,Alberik,Gartland,6,1987-08-13,P
584,2,Antone,Raven,5,1983-12-24,SS
585,17,Chelsea,Reeveley,49,1985-01-25,P
586,24,Junina,Dmych,67,1988-01-19,RF
587,28,Ulrick,Redferne,7,1988-04-19,C
588,29,Olia,Flintiff,86,1992-04-19,RF
589,4,Etta,Feveryear,29,1984-08-31,C
590,3,Way,MacGillacolm,32,1980-06-22,2B
591,7,Farris,Kermitt,84,2002-06-06,SS
592,23,Forrest,Auston,92,1998-10-24,2B
593,15,Della,Gottelier,59,1995-11-25,3B
594,24,Jard,Ewbank,55,2000-01-04,1B
595,5,Saraann,Arunowicz,46,1989-04-11,C
596,9,Wilhelmina,MacCoughen,49,1993-09-03,LF
597,28,Keith,Berkowitz,50,2001-06-17,C
598,22,Yorke,Poyntz,86,1980-01-29,LF
599,15,Orelee,Fells,49,1992-09-09,CF
600,16,Rahal,Jiroutka,19,1984-05-22,2B
601,26,Edvard,Hise,93,1995-12-02,3B
602,12,Britt,Seamer,48,1994-11-27,3B
603,20,Cathe,Torregiani,59,1995-04-04,CF
604,2,Bobbie,Farloe,28,1987-03-29,CF
605,9,Vaughan,Ruoff,87,1991-11-26,3B
606,26,Al,Egalton,57,1981-12-21,SS
607,7,Skipp,Paley,75,1989-09-21,3B
608,23,Vaughn,Thurlow,32,1992-04-02,LF
609,17,Archy,Bennett,76,1994-11-05,1B
610,25,Luz,Manwell,30,1993-01-29,RF
611,9,Elton,Londer,61,2001-05-10,CF
612,4,Kip,Bubbear,71,1996-06-06,2B
613,2,Berna,Jewess,38,1992-01-02,RF
614,7,Mellicent,Lidstone,28,1980-03-15,C
615,23,Lazar,Doodson,24,1988-10-22,CF
616,27,Sterling,Swynfen,8,1984-07-27,RF
617,6,Nona,Ratchford,92,1984-06-18,LF
618,16,Iorgos,Rixon,25,1996-08-07,SS
619,26,Dela,Giacoppo,24,1992-12-03,P
620,21,Worthy,Brum,62,1991-09-27,2B
621,14,Vail,Gosson,88,1983-08-10,LF
622,19,Gregorius,Secrett,83,1992-07-16,1B
623,12,Rafaelia,McShee,62,1987-02-08,2B
624,5,Maggee,Stroud,97,1981-06-11,C
625,23,Tobye,Woolveridge,10,1998-05-07,3B
626,30,Nedda,Wilmut,20,1987-11-17,3B
627,20,Ivar,Orrin,79,2000-01-18,RF
628,1,Theda,Titterell,43,1994-12-09,3B
629,18,Aguistin,Heinschke,85,1996-05-05,1B
630,6,Perle,Gerry,24,1998-05-30,C
631,14,Jenda,Pridmore,26,1995-09-23,2B
632,16,Torrey,Eberts,48,1998-12-04,2B
633,9,Jacinta,Tullis,75,1993-08-12,LF
634,27,Nert,Alman,17,1995-05-19,1B
635,13,Malanie,Liddiatt,28,1981-11-17,RF
636,21,Carolee,Purselowe,68,1988-06-15,P
637,8,Frannie,Northleigh,54,1987-06-01,3B
638,10,Valerye,Colles,57,1992-11-09,P
639,9,Langston,Smooth,18,2000-08-19,2B
640,19,Fabe,Melross,27,2001-09-26,1B
641,2,Hyatt,Bilham,77,1998-08-17,CF
642,21,Ellyn,Children,93,1994-07-26,P
643,8,Dulciana,Strover,10,1997-07-27,C
644,20,Allie,Lathan,39,1998-07-30,SS
645,24,Winifield,MacClay,26,1991-07-27,C
646,5,Kizzie,Barhems,7,1990-01-26,C
647,24,Del,Morat,91,1988-11-09,RF
648,21,Garth,Till,20,1983-07-19,3B
649,15,Carmine,O'Kerin,69,1980-06-03,C
650,26,Ollie,Adamovicz,31,1989-01-05,P
651,20,Jehanna,Zaczek,72,1990-02-23,RF
652,20,Aubree,Escala,52,1984-02-13,SS
653,20,Bendite,Gonning,7,1992-10-23,SS
654,8,Manda,Mortlock,14,1988-05-13,CF
655,7,Marlon,Mundie,81,1995-12-09,2B
656,19,Maurine,Snowling,4,2002-03-24,LF
657,16,Gert,Feighney,56,1992-05-29,1B
658,15,Morganica,Dallas,18,1980-04-14,SS
659,22,Lulu,France,67,1989-05-28,SS
660,10,Eddy,Bugden,79,1985-09-10,C
661,26,Tabbie,Schlagtmans,39,1996-10-18,SS
662,15,Lulita,Exposito,32,1989-07-01,C
663,15,Rosalynd,Jon,53,1990-12-09,C
664,19,Marcus,Dussy,15,2000-06-24,P
665,4,Fleur,Ausher,24,1991-02-21,3B
666,3,Tanitansy,Ravenshaw,16,1998-12-20,CF
667,24,Gary,Simmons,27,1985-05-12,LF
668,3,Franzen,Chaves,83,1990-03-12,RF
669,6,Jonathan,Huccaby,20,1995-01-04,1B
670,8,Brig,Duce,59,1999-11-02,SS
671,23,Lucas,Persehouse,9,2002-05-25,C
672,30,Johny,Millom,80,1999-04-16,RF
673,16,Anstice,Ping,84,1983-03-01,2B
674,3,Karleen,Jurs,55,1996-12-30,P
675,23,Dido,Bonsey,40,1980-05-29,CF
676,12,Rufe,Dobrowlski,11,1996-06-02,SS
677,14,Ephrayim,Fettes,24,1985-01-18,LF
678,24,Darnall,Creek,66,1980-03-24,RF
679,27,Burton,Yarnell,22,1999-06-27,LF
680,12,Martguerita,Edsell,80,2002-02-28,2B
681,23,Lois,Duell,16,1990-09-03,CF
682,3,Venus,Blackham,16,1995-01-29,P
683,17,Brianne,Dorot,65,1995-10-17,C
684,8,Jakie,Baukham,73,1986-11-12,CF
685,7,Ofilia,Isham,54,1995-11-08,1B
686,17,Sib,Panner,34,1989-07-12,CF
687,13,Christabel,Dutch,55,1993-03-06,3B
688,22,Keven,Grombridge,23,1996-06-01,RF
689,23,Armando,Pinock,40,1996-08-25,RF
690,23,Hedy,Inchcomb,94,1981-09-03,LF
691,27,Cherin,Domican,17,1982-05-18,CF
692,22,Ulises,Kubin,73,1996-03-23,LF
693,21,Shay,Loseby,66,1996-12-23,LF
694,25,Letty,Rowbottom,48,1980-04-13,C
695,7,Corly,McShane,28,1982-03-20,RF
696,19,Bethena,Dameisele,95,1997-03-18,P
697,6,Aldo,Kidman,73,1987-10-07,1B
698,26,Karin,Nehls,62,1992-04-20,C
699,4,Sigfrid,Ludgate,27,1980-01-10,2B
700,17,Pierette,Arends,10,1984-01-12,LF
701,26,Silva,Kirimaa,25,1983-05-31,RF
702,17,Cass,Vogele,71,1980-08-20,RF
703,27,Briano,Winsborrow,76,1991-12-27,RF
704,6,Gradeigh,Izak,15,1980-06-03,LF
705,28,Jessamyn,Sheard,54,2000-11-11,C
706,8,Felix,Beal,89,1993-12-07,3B
707,2,Anita,Bampkin,86,1987-03-10,CF
708,1,Katusha,McKirton,61,1981-04-08,SS
709,8,Eilis,O'Hartigan,17,1989-06-09,CF
710,21,Tess,Stirtle,82,1997-02-12,LF
711,28,Emma,Ginglell,5,1997-12-09,RF
712,27,Nola,Lorenzin,30,1980-07-20,RF
713,15,Chariot,Huyche,89,1990-08-24,2B
714,13,Ilyse,Dart,53,1990-11-19,RF
715,25,Jonell,Cliff,97,1997-05-07,SS
716,29,Gertrude,Eldrid,44,2001-11-13,2B
717,1,Trevor,Houchen,23,1994-08-14,P
718,21,Mercie,Moyler,12,1999-02-10,P
719,26,Caralie,Sholl,80,1998-01-01,C
720,25,Vivian,Arrandale,57,1993-03-23,1B
721,25,Mattias,Kibble,78,1996-10-04,C
722,10,Artemus,Taye,2,1985-11-14,2B
723,13,Donielle,Van der Kruys,30,1989-08-10,2B
724,18,Trisha,Imort,5,1997-04-26,P
725,28,Annice,Arstall,17,1983-08-18,SS
726,21,Adolphus,Corryer,13,1982-05-13,CF
727,4,Zebadiah,Londesborough,13,1994-09-21,LF
728,5,Ethelbert,Westrey,28,1990-10-25,C
729,2,Pen,Lanfear,39,1981-12-30,C
730,1,Kailey,Vibert,45,2000-01-28,1B
731,18,Georgeta,Huntington,51,1986-09-28,CF
732,16,Morten,Sharpless,99,1981-01-09,C
733,20,Giovanni,Mateos,1,1988-06-06,P
734,2,Fifi,Prebble,32,1981-03-31,C
735,24,Borg,Coulston,55,2002-04-02,3B
736,27,Grange,Nossent,53,1997-10-06,2B
737,8,Oates,Laba,24,1983-04-16,1B
738,7,Stavros,Robyns,80,1993-02-09,2B
739,12,Roxy,Pidwell,36,1990-10-05,2B
740,7,Jo-anne,Stilldale,60,1995-08-03,1B
741,23,Adolf,Cranage,46,1983-03-11,RF
742,19,Elicia,Avramow,78,1994-10-09,SS
743,19,Car,Kidstoun,86,2001-04-17,2B
744,11,Faye,Chidzoy,42,1988-02-05,P
745,27,Jocelyne,Capron,70,1988-11-09,1B
746,29,Joannes,Withinshaw,63,1999-12-27,C
747,1,Debby,Spilsburie,53,1997-12-11,RF
748,24,Adair,Huyton,5,2001-01-06,LF
749,4,Linnea,Ivins,59,1991-04-03,RF
750,18,Anthia,Lovemore,1,1989-10-16,LF
751,26,Giovanna,Bracco,91,1983-10-29,3B
752,24,Roarke,Hadenton,62,1983-11-05,1B
753,25,Miof mela,Tippings,49,1988-05-01,SS
754,18,Tanney,Beecham,63,1987-04-07,2B
755,30,Thorndike,Uren,36,1987-02-23,2B
756,30,Berti,Wernher,79,1992-09-06,3B
757,27,Jerrie,Beverstock,51,1996-08-05,C
758,7,Roselia,Oxburgh,37,1989-10-29,2B
759,6,Lurette,Kruszelnicki,45,1990-06-14,3B
760,27,Leah,Janota,25,1982-06-15,LF
761,28,Jaine,Elvy,95,1982-09-17,1B
762,13,Sherill,McLucky,34,1991-09-13,LF
763,5,Yale,Thornber,8,1989-12-25,P
764,26,Ingeberg,Huffa,12,2002-01-05,SS
765,28,Chauncey,Denkin,69,1986-01-27,3B
766,17,Fifi,Bavester,2,1993-02-09,SS
767,4,Leonid,Lethibridge,9,1991-12-26,1B
768,17,Dougy,Clotworthy,56,1998-09-15,LF
769,17,Karlis,Gurling,16,1982-04-22,P
770,27,Rip,France,81,1988-03-24,LF
771,18,Micheal,Duggen,17,2000-09-29,SS
772,13,Emmott,Muffitt,9,1982-06-18,CF
773,20,Bennie,Eyton,48,1994-05-20,SS
774,18,Lolita,Bolsteridge,35,1988-09-25,3B
775,30,Barris,Duckerin,46,1983-03-02,2B
776,29,Sheffy,Cotilard,88,1994-05-06,SS
777,15,Merlina,Searjeant,43,1990-03-02,3B
778,3,Bennett,Brailsford,86,1989-01-29,1B
779,16,Sonia,Brenton,43,1989-12-20,SS
780,21,Benton,Behrendsen,54,1991-10-31,P
781,28,Bartlet,Summerly,71,1981-08-08,SS
782,11,Bobina,Goodread,53,1999-05-19,LF
783,24,Dyann,Rissom,11,1981-02-17,1B
784,27,Britte,Delyth,3,1986-08-31,RF
785,19,Kizzie,Calleja,66,1997-06-15,RF
786,30,Phillipp,Gledhall,29,1984-09-08,RF
787,14,Annabell,Fremantle,36,1981-03-08,1B
788,1,Salomon,Abrahim,21,1986-05-13,2B
789,14,Monique,Cordell,63,1996-02-06,CF
790,21,Ody,Tittletross,72,2001-04-12,C
791,26,Melisandra,Hew,88,1980-01-04,P
792,12,Jeanine,Klemencic,90,1986-08-02,CF
793,13,Dana,Tupie,49,1983-04-07,1B
794,11,Marshal,Tesoe,50,1984-09-07,LF
795,26,Timmie,Jendricke,12,2000-09-10,CF
796,26,Opal,Haggeth,19,1984-04-21,LF
797,4,Elise,Donnelly,50,1994-12-01,RF
798,17,Rebecka,Poultney,37,1994-12-22,P
799,25,Alfi,Saunier,36,1982-11-30,RF
800,10,Philipa,Stonall,50,2002-12-16,C
801,22,Caressa,Whittlesea,43,1994-09-23,1B
802,20,Valle,Pagett,5,1994-03-04,LF
803,14,Retha,Rosebotham,40,1988-11-19,1B
804,9,Edin,Chiommienti,14,1992-12-11,SS
805,26,Aggie,Middle,68,1983-02-16,2B
806,30,Stacee,Pottiphar,71,1991-11-06,SS
807,15,Brendan,Bramhill,31,1998-05-26,P
808,4,Weston,Bengochea,70,2001-10-16,CF
809,7,Eada,Stodhart,75,1994-07-12,LF
810,19,Lorain,Lowther,71,2001-01-12,P
811,2,Cindra,Artin,5,1983-02-21,LF
812,7,Salim,Casperri,32,1993-12-27,3B
813,25,Erina,McSperrin,33,2001-11-23,P
814,30,Barth,Dickerline,35,1988-02-21,3B
815,2,Dedra,Willoughey,53,1984-12-29,RF
816,29,Raphaela,Marzella,61,1996-01-12,LF
817,1,Orsa,Douglass,12,1992-09-02,1B
818,25,Fairleigh,Matschoss,82,1991-02-15,2B
819,24,Devinne,Florentine,50,1994-12-26,C
820,17,Pammy,Claringbold,58,1997-03-05,P
821,12,Chance,Boorne,75,1989-06-11,SS
822,14,Adria,Kissock,56,1994-09-21,P
823,30,Wait,Coughtrey,97,1987-09-02,P
824,25,Audrye,Clericoates,86,1999-01-12,LF
825,25,Suzette,Sivil,85,1985-03-31,C
826,13,Cheslie,Dampier,58,1986-11-04,1B
827,22,Amalle,Babar,44,1980-05-10,2B
828,17,Alexandre,Dreini,6,1985-07-08,P
829,1,Vidovik,Portinari,22,1992-06-13,LF
830,18,Bat,Schulter,7,1998-04-13,C
831,14,Thom,Scrange,42,1985-03-07,LF
832,7,Hayyim,Benedit,8,1992-04-25,2B
833,2,Bart,Lakeland,23,1993-03-16,3B
834,25,Doria,Godon,34,1995-04-09,SS
835,8,Janela,Huckle,69,1981-05-25,P
836,3,Stacy,Eason,99,1988-10-08,C
837,6,Abagail,Dragge,29,1981-03-10,P
838,23,Zorine,Clapton,20,1981-07-14,C
839,24,Nance,Surmeir,36,2002-10-12,C
840,23,Holly-anne,Cadle,86,1999-02-10,LF
841,20,Eleanora,Marwood,82,1983-10-24,3B
842,27,Scarlett,Aston,69,1996-01-21,3B
843,29,Seward,Ratledge,81,2002-03-15,RF
844,30,Delmore,Gair,47,1981-01-21,3B
845,17,Dorette,Tippett,1,1986-05-15,CF
846,1,Osgood,Goodricke,98,1993-11-22,3B
847,27,Morie,Billingsly,95,1998-11-30,CF
848,3,Darrell,Cowill,92,1991-05-14,CF
849,12,Berte,Wensley,74,1984-10-14,RF
850,12,Sabine,Bigly,95,2001-09-17,1B
851,24,Hertha,Habble,17,1987-01-12,1B
852,24,Peri,Georgiev,77,2001-06-18,RF
853,9,Deeann,Joist,50,1989-11-05,P
854,29,Davita,Trobey,94,1980-01-15,LF
855,24,Hagen,Champley,20,1980-07-08,CF
856,20,Carmelina,Harrod,93,1997-09-03,C
857,1,Hephzibah,Tweed,52,1981-03-17,2B
858,4,Minnaminnie,Sennett,11,1982-12-19,CF
859,24,Madalena,Pinnocke,60,1984-08-27,1B
860,20,Alvin,Hasker,39,1998-03-27,2B
861,14,Codie,Pilpovic,92,1998-03-10,P
862,28,Bendite,Avrahamoff,96,1989-02-07,RF
863,23,Addi,Cage,25,1992-05-07,SS
864,7,Sibelle,Heild,59,1999-06-28,1B
865,17,Alyosha,Stanyon,51,1982-01-10,P
866,5,Dew,Wooff,91,1994-02-08,SS
867,19,Madelaine,Godfree,84,1995-10-22,CF
868,30,Michaela,Swaine,81,1998-10-29,CF
869,9,Kit,Parcells,56,1982-10-17,C
870,25,Lani,Harrower,89,1988-03-14,RF
871,7,Rhett,Prozescky,51,1989-03-05,P
872,1,Marlene,Claworth,62,1996-08-02,2B
873,1,Arabella,Cheson,58,1998-01-05,P
874,19,Conan,Measham,11,1997-06-11,RF
875,13,Olia,Carty,65,1982-04-02,2B
876,11,Concordia,Shieldon,58,1992-09-22,LF
877,27,Dolph,Downage,54,1989-11-20,P
878,27,Lars,Henningham,72,1983-09-29,1B
879,30,Hinze,Seiter,91,1993-05-15,3B
880,19,Paulo,Low,83,1980-08-15,SS
881,26,Biddy,Noor,97,1994-07-04,RF
882,8,Frazer,Basini-Gazzi,90,1993-04-16,3B
883,15,Tad,Attwooll,48,1981-01-26,LF
884,28,Editha,Inskipp,80,1981-06-25,C
885,4,Alex,Panther,93,2002-10-21,CF
886,22,Neda,Quantrell,76,1982-03-03,C
887,19,Fiann,Goater,58,1981-05-02,SS
888,1,Shea,Durkin,3,1982-12-20,C
889,17,Niels,Ilyukhov,41,1988-07-11,SS
890,14,Lenna,Bolwell,29,1984-09-22,RF
891,27,Nappy,Sprason,4,1991-02-25,RF
892,18,Tiffie,Hardison,28,1989-11-03,3B
893,12,Chevalier,Muehler,92,1989-06-08,1B
894,19,Tamra,Rubartelli,29,1995-04-15,2B
895,15,Adena,Wholesworth,80,1991-04-28,2B
896,11,Desi,Ericssen,97,1997-06-12,CF
897,8,Garvin,Axtonne,43,1997-05-30,3B
898,25,Celestyna,Ziehm,59,1988-03-25,1B
899,12,Ealasaid,Coyett,97,1999-07-25,P
900,30,Cullan,Ducham,43,2002-05-22,CF
901,7,Gwenneth,Pavese,19,1988-04-16,SS
902,3,Kristy,Vellacott,56,1992-10-14,3B
903,30,Benedicto,Huttley,99,1991-06-02,LF
904,18,Earle,Le Merchant,48,1998-04-16,SS
905,28,Arleyne,Kindread,93,1994-04-22,2B
906,29,Niel,Oluwatoyin,45,1986-09-12,3B
907,24,Lexy,Olphert,94,2000-06-10,3B
908,7,Othelia,O' Kelleher,16,1980-05-24,RF
909,1,Benji,Lucken,79,1990-12-10,C
910,14,Donnajean,Drinkhall,69,1995-08-12,1B
911,18,Nevin,Messager,77,1993-04-17,P
912,6,Elaina,Hutsby,47,1983-03-03,1B
913,13,Harli,Banner,94,2002-06-16,1B
914,5,Coral,Hacaud,79,1985-01-27,P
915,27,Fairleigh,Mahody,11,1996-02-14,C
916,20,Glen,Ebbetts,9,1993-05-27,P
917,21,Korry,Bollans,67,1982-10-08,P
918,5,Dorella,Banbury,37,1992-05-12,2B
919,23,Korrie,Sponer,87,1983-10-26,LF
920,29,Josy,Milton-White,50,2002-06-20,LF
921,17,Sergio,Rubartelli,93,1984-03-19,1B
922,21,Nadean,Broadstock,39,1992-12-06,SS
923,19,Claudell,Speakman,35,1983-01-15,RF
924,25,Derrick,Blaszkiewicz,80,1994-05-08,2B
925,9,Hendrik,Stell,54,1983-11-09,P
926,19,Fae,Drewell,42,1990-07-21,RF
927,11,Tracy,Beames,32,1988-06-28,CF
928,24,Maggy,Menier,31,1985-07-02,CF
929,4,Fanchon,McBeath,37,2000-03-24,C
930,3,Sauncho,Mitro,73,1985-06-21,SS
931,6,Christie,Martinon,92,1981-05-26,1B
932,4,Devland,Vaggs,92,1982-06-10,SS
933,22,Maegan,Bulluck,69,2001-08-09,CF
934,4,Dorisa,Braidford,53,1995-05-31,CF
935,9,Alexa,Coutts,75,1984-03-18,LF
936,24,Brand,Scamaden,5,1992-11-07,RF
937,13,Elliott,Yoodall,47,1985-08-11,RF
938,13,Genny,Wrightham,15,1988-12-01,LF
939,1,Gabriello,Bleddon,44,1981-05-04,C
940,21,Catrina,Ceillier,1,1999-12-23,RF
941,13,Baxter,Hopewell,13,1997-08-23,RF
942,13,Freddie,Croxon,97,1995-12-02,1B
943,19,L;urette,Edmand,49,1995-11-02,RF
944,23,Hillary,Patek,42,2000-05-26,3B
945,8,Levey,Hambatch,35,1999-12-23,3B
946,4,Kelvin,Cornes,30,2000-09-28,RF
947,23,Lemuel,Bitten,6,1995-11-03,CF
948,30,Desmond,Vanyakin,77,1985-01-07,LF
949,27,Van,Rodgier,18,1980-06-03,CF
950,11,Rodolph,O'Dunneen,54,1999-11-01,C
951,20,Pete,Stoeckle,65,2000-04-29,SS
952,15,Justina,Bewsey,61,1981-08-06,RF
953,7,Luisa,Lukovic,47,1982-10-13,LF
954,10,Sophi,Roscrigg,24,1990-10-11,SS
955,24,Lyndy,Node,48,1987-11-25,RF
956,24,Carlin,Wintringham,70,1991-02-18,LF
957,9,Dorisa,Richie,23,1981-12-14,CF
958,10,Dieter,Cayton,85,1980-10-21,1B
959,12,Marika,Tibbs,63,1989-06-28,P
960,30,Adamo,Dachs,74,1998-05-01,P
961,4,Nicko,Probey,71,1994-12-05,3B
962,4,Linoel,Mainland,12,1996-09-26,P
963,25,Oriana,Todd,71,1990-01-05,RF
964,8,Eda,Sings,13,1991-10-03,3B
965,30,Joline,Garmey,79,1987-12-16,CF
966,16,Hartwell,Crouse,35,1980-10-25,SS
967,28,Brigida,Chate,67,1990-08-15,2B
968,1,Lamont,Czyz,54,1999-12-10,C
969,13,Erick,Sansum,82,1986-02-12,RF
970,13,Elonore,Sighard,44,1980-03-20,1B
971,26,Roda,Garr,72,1981-10-30,2B
972,1,Addison,Taffurelli,73,1981-01-11,2B
973,2,Regan,Nigh,46,2001-10-12,LF
974,8,Yorgos,Gerasch,18,1986-10-18,2B
975,23,Ethelin,Huckerby,30,1981-11-04,C
976,29,Morganne,Crutch,91,1990-06-05,C
977,27,Beitris,Wheelband,86,1993-09-23,2B
978,1,Horten,Thorpe,17,1982-01-08,C
979,21,Sileas,D'Cruze,15,2002-02-05,RF
980,30,Leeland,Knight,38,1987-02-06,3B
981,8,Freedman,McCready,11,2001-02-25,LF
982,8,Robbie,Saterweyte,98,1981-02-06,2B
983,3,Sarena,McDavid,68,1983-05-29,2B
984,12,Clotilda,Aynold,45,1985-12-17,3B
985,18,Zacharias,Bischoff,42,1986-09-09,1B
986,29,Nicolle,Dorant,28,1989-05-17,1B
987,27,Cullie,Armin,87,2002-08-21,CF
988,7,Wain,Fyers,41,1991-02-23,C
989,1,Buck,Radleigh,36,1990-08-09,C
990,22,Ellette,MacDowall,1,1982-01-08,LF
991,26,Jesus,McCullogh,21,1988-10-29,LF
992,17,Sargent,Draijer,71,1983-12-14,1B
993,11,Patrizio,Willbond,76,1982-07-30,P
994,30,Orelee,Baudesson,17,1986-11-04,1B
995,1,Mohandas,Brouard,24,1998-11-25,3B
996,22,Haskell,Reuss,92,1991-07-05,RF
997,25,Sly,Girault,42,1987-10-12,RF
998,28,Jenn,Gerram,49,1999-07-28,2B
999,3,Loydie,Rosten,52,1980-05-29,2B
1000,30,Sandye,Woodus,65,1998-07-25,2B
